order_id,order_date,customer_id,product_id,region_id,quantity,discount,sales_amount,cost_amount,profit
O005866,2025-03-12 00:00:00,C01771,P0042,R015,2,0.05,167.12,138.04,29.08
O005867,2025-07-14 00:00:00,C00834,P0066,R005,1,0.1,766.54,711.51,55.03
O005868,2025-10-26 00:00:00,C00206,P0087,R008,2,0.15,631.67,456.68,174.99
O005869,2025-07-13 00:00:00,C01171,P0040,R020,2,0.1,1591.99,1556.4,35.59
O005870,2024-03-25 00:00:00,C01736,P0038,R011,3,0.1,1101.28,727.32,373.96
O005871,2024-06-27 00:00:00,C01682,P0080,R003,1,0.0,1064.41,755.97,308.44
O005872,2024-08-11 00:00:00,C01235,P0029,R001,5,0.1,4437.5,3611.7,825.8
O005873,2024-09-07 00:00:00,C01573,P0093,R009,1,0.2,725.73,594.21,131.52
O005874,2024-09-20 00:00:00,C00065,P0084,R018,5,0.0,4590.75,3757.9,832.85
O005875,2024-06-09 00:00:00,C01247,P0092,R001,1,0.05,59.56,41.5,18.06
O005876,2025-05-14 00:00:00,C00217,P0044,R019,1,0.1,347.98,265.87,82.11
O005877,2024-03-21 00:00:00,C01499,P0023,R010,1,0.1,239.72,211.31,28.41
O005878,2025-07-29 00:00:00,C00092,P0067,R013,3,0.05,3486.6,2672.67,813.93
O005879,2025-04-26 00:00:00,C01190,P0026,R011,2,0.0,1467.62,1134.0,333.62
O005880,2025-12-03 00:00:00,C01898,P0035,R010,2,0.05,1905.51,1506.58,398.93
O005881,2024-01-05 00:00:00,C00224,P0049,R007,4,0.0,3633.52,2354.56,1278.96
O005882,2024-08-03 00:00:00,C00854,P0055,R008,1,0.15,718.52,517.78,200.74
O005883,2025-10-18 00:00:00,C00082,P0041,R015,1,0.1,446.44,334.3,112.14
O005884,2024-12-26 00:00:00,C01432,P0037,R004,1,0.0,636.93,544.29,92.64
O005885,2025-02-14 00:00:00,C01851,P0032,R016,1,0.0,1140.5,875.49,265.01
O005886,2024-01-22 00:00:00,C00004,P0076,R019,1,0.05,534.02,442.13,91.89
O005887,2025-07-11 00:00:00,C01092,P0039,R011,1,0.1,811.4,688.78,122.62
O005888,2024-07-03 00:00:00,C01587,P0076,R010,1,0.05,534.02,442.13,91.89
O005889,2025-12-05 00:00:00,C00051,P0080,R017,2,0.15,1809.5,1511.94,297.56
O005890,2024-09-30 00:00:00,C00965,P0078,R003,1,0.1,818.18,738.46,79.72
O005891,2024-05-17 00:00:00,C00258,P0094,R016,1,0.05,825.95,695.08,130.87
O005892,2025-03-10 00:00:00,C01848,P0097,R016,2,0.1,2175.93,1605.58,570.35
O005893,2024-12-15 00:00:00,C01019,P0021,R007,1,0.15,376.03,368.8,7.23
O005894,2024-12-10 00:00:00,C01042,P0041,R020,1,0.05,471.25,334.3,136.95
O005895,2025-11-25 00:00:00,C01995,P0084,R010,2,0.05,1744.48,1503.16,241.32
O005896,2024-09-23 00:00:00,C01578,P0083,R006,5,0.1,5616.09,4337.65,1278.44
O005897,2024-10-17 00:00:00,C00628,P0011,R006,3,0.0,1480.41,1247.49,232.92
O005898,2025-04-01 00:00:00,C01259,P0098,R014,3,0.05,4000.63,2453.82,1546.81
O005899,2024-05-04 00:00:00,C00594,P0089,R019,2,0.1,1587.02,1512.28,74.74
O005900,2025-08-28 00:00:00,C01042,P0093,R020,1,0.1,816.44,594.21,222.23
O005901,2024-06-17 00:00:00,C01625,P0028,R019,2,0.15,1033.33,1039.42,-6.09
O005902,2024-06-25 00:00:00,C01897,P0059,R003,3,0.1,3604.2,2674.98,929.22
O005903,2024-01-08 00:00:00,C01904,P0053,R015,1,0.0,55.07,48.4,6.67
O005904,2024-09-07 00:00:00,C00992,P0045,R017,4,0.15,1064.0,977.92,86.08
O005905,2025-03-01 00:00:00,C01791,P0030,R005,3,0.1,1307.8,960.84,346.96
O005906,2025-05-30 00:00:00,C01785,P0020,R010,2,0.0,2375.66,1458.56,917.1
O005907,2025-10-18 00:00:00,C01093,P0091,R002,2,0.0,589.7,413.9,175.8
O005908,2025-07-22 00:00:00,C00073,P0062,R014,2,0.0,564.06,373.18,190.88
O005909,2024-08-22 00:00:00,C00239,P0068,R012,4,0.15,2092.84,2029.32,63.52
O005910,2025-08-26 00:00:00,C01315,P0034,R004,1,0.05,581.17,502.05,79.12
O005911,2024-05-22 00:00:00,C01661,P0096,R004,1,0.05,740.02,459.15,280.87
O005912,2024-06-02 00:00:00,C01824,P0096,R005,2,0.0,1557.94,918.3,639.64
O005913,2024-09-18 00:00:00,C00487,P0074,R013,1,0.05,472.82,405.74,67.08
O005914,2025-01-29 00:00:00,C01799,P0041,R012,1,0.1,446.44,334.3,112.14
O005915,2024-05-28 00:00:00,C01654,P0031,R011,1,0.1,147.18,113.67,33.51
O005916,2025-10-19 00:00:00,C00971,P0067,R006,2,0.1,2202.07,1781.78,420.29
O005917,2024-07-16 00:00:00,C00749,P0088,R016,1,0.1,78.53,58.34,20.19
O005918,2024-10-13 00:00:00,C00945,P0098,R012,1,0.1,1263.36,817.94,445.42
O005919,2025-03-18 00:00:00,,P0010,R007,1,0.1,904.72,832.19,72.53
O005920,2024-11-10 00:00:00,C01622,P0042,R002,1,0.05,83.56,69.02,14.54
O005921,2024-10-22 00:00:00,C00344,P0048,R018,1,0.0,138.57,95.33,43.24
O005922,2025-12-20 00:00:00,C00671,P0046,R016,1,0.05,994.78,861.63,133.15
O005923,2024-11-14 00:00:00,C00241,P0074,R007,1,0.0,497.71,405.74,91.97
O005924,2024-03-23 00:00:00,C01875,P0063,R006,1,0.05,333.95,243.66,90.29
O005925,2025-06-17 00:00:00,C00815,P0092,R020,2,0.15,106.59,83.0,23.59
O005926,2025-05-30 00:00:00,C00502,P0030,R015,5,0.05,2300.76,1601.4,699.36
O005927,2024-06-09 00:00:00,C00407,P0049,R003,1,0.0,908.38,588.64,319.74
O005928,2025-09-13 00:00:00,C00149,P0063,R004,3,0.0,1054.59,730.98,323.61
O005929,2024-10-13 00:00:00,C00943,P0086,R011,1,0.1,626.33,589.29,37.04
O005930,2024-04-20 00:00:00,C01544,P0087,R016,2,0.05,705.98,456.68,249.3
O005931,2024-05-06 00:00:00,C00647,P0090,R002,1,0.15,42.16,43.23,-1.07
O005932,2025-06-06 00:00:00,C00810,P0060,R001,5,0.1,2041.78,1703.2,338.58
O005933,2024-06-06 00:00:00,C01273,P0032,R013,2,0.0,2281.0,1750.98,530.02
O005934,2024-12-09 00:00:00,C00712,P0079,R004,2,0.05,193.67,153.66,40.01
O005935,2025-06-20 00:00:00,C01479,P0097,R012,1,0.0,1208.85,802.79,406.06
O005936,2025-09-15 00:00:00,C00642,P0037,R007,3,0.0,1910.79,1632.87,277.92
O005937,2024-12-23 00:00:00,C00893,P0027,R017,5,0.0,4693.3,3859.9,833.4
O005938,2025-10-25 00:00:00,C01961,P0004,R016,1,0.0,1026.06,686.46,339.6
O005939,2024-08-09 00:00:00,C01673,P0074,R003,1,0.1,447.94,405.74,42.2
O005940,2025-09-29 00:00:00,C01144,P0063,R001,5,0.0,1757.65,1218.3,539.35
O005941,2024-07-01 00:00:00,C00784,P0019,R009,2,0.05,99.6,88.04,11.56
O005942,2024-02-17 00:00:00,C01984,P0027,R015,1,0.0,938.66,771.98,166.68
O005943,2025-06-14 00:00:00,C00926,P0073,R010,1,0.2,612.74,629.1,-16.36
O005944,2025-07-07 00:00:00,C00688,P0053,R005,3,0.05,156.95,145.2,11.75
O005945,2025-11-08 00:00:00,C01193,P0031,R001,4,0.1,588.71,454.68,134.03
O005946,2025-11-04 00:00:00,C00828,P0068,R020,1,0.1,553.99,507.33,46.66
O005947,2024-03-15 00:00:00,C01779,P0008,R018,1,0.05,197.71,128.3,69.41
O005948,2025-03-30 00:00:00,C00424,P0003,R006,1,0.0,1193.82,770.19,423.63
O005949,2025-05-29 00:00:00,C00101,P0034,R010,4,0.0,2447.04,2008.2,438.84
O005950,2025-03-15 00:00:00,C00861,P0037,R003,4,0.05,2420.33,2177.16,243.17
O005951,2024-01-14 00:00:00,C01897,P0015,R008,2,0.05,2362.59,1794.06,568.53
O005952,2024-02-02 00:00:00,C00125,P0017,R014,1,0.05,578.4,456.9,121.5
O005953,2025-05-05 00:00:00,C01617,P0023,R013,2,0.1,479.43,422.62,56.81
O005954,2025-09-17 00:00:00,C00002,P0079,R006,2,0.15,173.28,153.66,19.62
O005955,2024-05-10 00:00:00,C01116,P0085,R008,3,0.0,1622.01,983.25,638.76
O005956,2024-02-03 00:00:00,C00907,P0025,R011,2,0.0,542.96,345.72,197.24
O005957,2024-10-22 00:00:00,C00320,P0073,R011,2,0.0,1531.86,1258.2,273.66
O005958,2024-08-17 00:00:00,C01493,P0031,R016,5,0.0,817.65,568.35,249.3
O005959,2025-12-19 00:00:00,C00351,P0091,R010,1,0.05,280.11,206.95,73.16
O005960,2025-11-07 00:00:00,C00875,P0035,R016,3,0.0,3008.7,2259.87,748.83
O005961,2025-02-11 00:00:00,C01117,P0018,R006,4,0.0,3769.8,3062.68,707.12
O005962,2025-11-25 00:00:00,C01037,P0053,R005,1,0.0,55.07,48.4,6.67
O005963,2024-06-16 00:00:00,C00064,P0022,R020,1,0.1,444.7,305.85,138.85
O005964,2025-12-26 00:00:00,C00892,P0027,R005,1,0.05,891.73,771.98,119.75
O005965,2024-11-22 00:00:00,C01310,P0043,R017,3,0.15,52.53,44.46,8.07
O005966,2024-12-14 00:00:00,C01054,P0073,R006,2,0.15,1302.08,1258.2,43.88
O005967,2024-02-06 00:00:00,C01461,P0017,R003,2,0.1,1095.91,913.8,182.11
O005968,2024-05-09 00:00:00,C01552,P0037,R008,2,0.1,1146.47,1088.58,57.89
O005969,2024-05-22 00:00:00,C00359,P0090,R002,1,0.0,49.6,43.23,6.37
O005970,2024-12-22 00:00:00,C01608,P0036,R015,1,0.1,943.62,882.0,61.62
O005971,2024-05-18 00:00:00,C01790,P0023,R020,1,0.05,253.03,211.31,41.72
O005972,2024-03-15 00:00:00,C01677,P0062,R011,1,0.1,253.83,186.59,67.24
O005973,2025-03-18 00:00:00,C01703,P0005,R020,5,0.0,3360.95,2836.15,524.8
O005974,2025-09-29 00:00:00,C00425,P0085,R018,3,0.1,1459.81,983.25,476.56
O005975,2024-02-21 00:00:00,C01305,P0030,R020,1,0.0,484.37,320.28,164.09
O005976,2025-02-13 00:00:00,C00916,P0019,R014,1,0.1,47.18,44.02,3.16
O005977,2025-12-02 00:00:00,C01969,P0086,R007,2,0.0,1391.84,1178.58,213.26
O005978,2024-10-22 00:00:00,C01663,P0088,R013,2,0.15,148.32,116.68,31.64
O005979,2024-05-13 00:00:00,C00324,P0080,R006,1,0.2,851.53,755.97,95.56
O005980,2024-02-28 00:00:00,C01884,P0031,R011,1,0.0,163.53,113.67,49.86
O005981,2025-11-15 00:00:00,C01395,P0061,R016,2,0.15,1281.2,959.52,321.68
O005982,2024-10-23 00:00:00,C01086,P0098,R009,2,0.0,2807.46,1635.88,1171.58
O005983,2024-03-17 00:00:00,C00893,P0057,R010,2,0.05,2049.24,1263.42,785.82
O005984,2025-09-25 00:00:00,C00986,P0097,R007,1,0.1,1087.96,802.79,285.17
O005985,2025-08-09 00:00:00,C01542,P0075,R002,2,0.1,346.3,279.76,66.54
O005986,2025-05-29 00:00:00,C01530,P0089,R004,2,0.0,1763.36,1512.28,251.08
O005987,2024-03-02 00:00:00,C01105,P0026,R004,1,0.0,733.81,567.0,166.81
O005988,2024-03-01 00:00:00,C01984,P0095,R006,1,0.0,138.62,87.11,51.51
O005989,2024-06-08 00:00:00,C00465,P0089,R002,2,0.0,1763.36,1512.28,251.08
O005990,2024-04-26 00:00:00,C00852,P0084,R019,2,0.0,1836.3,1503.16,333.14
O005991,2025-01-23 00:00:00,C01198,P0096,R016,1,0.1,701.07,459.15,241.92
O005992,2024-10-13 00:00:00,C00331,P0084,R017,1,0.05,872.24,751.58,120.66
O005993,2025-07-13 00:00:00,C00998,P0066,R011,1,0.0,851.71,711.51,140.2
O005994,2024-03-15 00:00:00,C01669,P0072,R001,3,0.0,829.5,691.29,138.21
O005995,2025-06-16 00:00:00,C01351,P0087,R004,5,0.0,1857.85,1141.7,716.15
O005996,2025-11-13 00:00:00,C01421,P0081,R005,2,0.05,366.89,335.54,31.35
O005997,2024-04-05 00:00:00,C00324,P0067,R015,1,0.0,1223.37,890.89,332.48
O005998,2025-04-21 00:00:00,C00291,P0068,R017,2,0.1,1107.97,1014.66,93.31
O005999,2025-01-07 00:00:00,C00884,P0091,R014,5,0.0,1474.25,1034.75,439.5
O006000,2024-03-10 00:00:00,C00648,P0002,R012,2,0.2,140.75,128.5,12.25
O006001,2024-08-02 00:00:00,C00021,P0078,R008,1,0.1,818.18,738.46,79.72
O006002,2025-07-30 00:00:00,C01107,P0065,R002,1,0.0,510.54,442.51,68.03
O006003,2025-09-27 00:00:00,C01509,P0088,R005,1,0.0,87.25,58.34,28.91
O006004,2024-09-26 00:00:00,C01463,P0028,R017,1,0.05,577.45,519.71,57.74
O006005,2024-03-18 00:00:00,C00207,P0061,R013,2,0.15,1281.2,959.52,321.68
O006006,2024-06-28 00:00:00,C01562,P0018,R016,2,0.05,1790.66,1531.34,259.32
O006007,2025-09-08 00:00:00,C00762,P0073,R019,2,0.05,1455.27,1258.2,197.07
O006008,2025-02-20 00:00:00,C00312,P0082,R006,1,0.0,186.08,158.66,27.42
O006009,2024-11-10 00:00:00,C00944,P0070,R013,1,0.05,57.56,37.94,19.62
O006010,2024-01-10 00:00:00,C00434,P0064,R015,4,0.2,2888.19,3029.64,-141.45
O006011,2025-07-26 00:00:00,C01346,P0043,R016,1,0.05,19.57,14.82,4.75
O006012,2024-12-06 00:00:00,C01489,P0071,R018,1,0.0,885.13,677.48,207.65
O006013,2025-02-02 00:00:00,C01452,P0093,R019,4,0.05,3447.21,2376.84,1070.37
O006014,2025-09-08 00:00:00,C00233,P0078,R013,2,0.1,1636.36,1476.92,159.44
O006015,2025-02-15 00:00:00,C00698,P0004,R017,1,0.15,872.15,686.46,185.69
O006016,2025-11-09 00:00:00,C00997,P0060,R015,3,0.1,1225.07,1021.92,203.15
O006017,2025-02-13 00:00:00,C01970,P0080,R007,2,0.1,1915.94,1511.94,404.0
O006018,2024-09-07 00:00:00,C01092,P0059,R001,3,0.05,3804.44,2674.98,1129.46
O006019,2025-11-05 00:00:00,C01307,P0067,R019,2,0.0,2446.74,1781.78,664.96
O006020,2025-04-14 00:00:00,C00679,P0094,R012,3,0.0,2608.26,2085.24,523.02
O006021,2025-07-09 00:00:00,C00591,P0091,R011,2,0.0,589.7,413.9,175.8
O006022,2024-06-14 00:00:00,C01593,P0012,R016,2,0.0,2900.28,1789.48,1110.8
O006023,2025-05-05 00:00:00,C01669,P0060,R003,3,0.1,1225.07,1021.92,203.15
O006024,2025-02-13 00:00:00,C00111,P0070,R010,1,0.05,57.56,37.94,19.62
O006025,2024-03-17 00:00:00,C01078,P0089,R015,1,0.0,881.68,756.14,125.54
O006026,2024-07-04 00:00:00,C01555,P0035,R009,1,0.0,1002.9,753.29,249.61
O006027,2025-10-28 00:00:00,C00316,P0020,R014,1,0.15,1009.66,729.28,280.38
O006028,2025-02-21 00:00:00,C01293,P0068,R012,1,0.05,584.76,507.33,77.43
O006029,2025-07-20 00:00:00,C00948,P0056,R008,1,0.1,662.57,546.21,116.36
O006030,2024-05-05 00:00:00,C01015,P0034,R014,2,0.15,1039.99,1004.1,35.89
O006031,2024-06-08 00:00:00,C01188,P0096,R010,4,0.05,2960.09,1836.6,1123.49
O006032,2025-11-19 00:00:00,C01745,P0040,R017,1,0.05,840.22,778.2,62.02
O006033,2024-11-03 00:00:00,C00174,P0009,R002,2,0.05,1787.92,1570.54,217.38
O006034,2025-10-10 00:00:00,C00405,P0009,R017,4,0.05,3575.84,3141.08,434.76
O006035,2025-08-13 00:00:00,C00691,P0027,R016,1,0.05,891.73,771.98,119.75
O006036,2024-09-03 00:00:00,C01602,P0017,R015,1,0.1,547.96,456.9,91.06
O006037,2025-11-25 00:00:00,C01185,P0048,R006,5,0.05,658.21,476.65,181.56
O006038,2025-07-21 00:00:00,C00376,P0012,R020,1,0.2,1160.11,894.74,265.37
O006039,2024-04-03 00:00:00,C00048,P0064,R014,3,0.1,2436.91,2272.23,164.68
O006040,2024-03-10 00:00:00,C01981,P0050,R011,1,0.0,1253.56,827.4,426.16
O006041,2024-04-02 00:00:00,C00276,P0068,R005,2,0.1,1107.97,1014.66,93.31
O006042,2025-06-25 00:00:00,C00066,P0100,R009,3,0.0,1311.81,774.57,537.24
O006043,2024-04-14 00:00:00,C00814,P0100,R009,5,0.0,2186.35,1290.95,895.4
O006044,2024-07-25 00:00:00,C01107,P0051,R007,1,0.0,843.61,651.66,191.95
O006045,2024-11-13 00:00:00,C00518,P0046,R007,1,0.0,1047.14,861.63,185.51
O006046,2024-04-09 00:00:00,C00337,P0075,R003,1,0.0,192.39,139.88,52.51
O006047,2024-08-29 00:00:00,C00174,P0046,R015,1,0.15,890.07,861.63,28.44
O006048,2025-05-10 00:00:00,C00816,P0083,R005,1,0.05,1185.62,867.53,318.09
O006049,2025-12-11 00:00:00,C01904,P0068,R010,1,0.0,615.54,507.33,108.21
O006050,2024-12-09 00:00:00,C00296,P0027,R007,2,0.05,1783.45,1543.96,239.49
O006051,2025-06-29 00:00:00,C01146,P0050,R020,3,0.05,3572.65,2482.2,1090.45
O006052,2025-01-22 00:00:00,C00388,P0090,R011,5,0.2,198.4,216.15,-17.75
O006053,2024-12-06 00:00:00,C01348,P0064,R006,1,0.0,902.56,757.41,145.15
O006054,2025-01-15 00:00:00,C00122,P0077,R020,5,0.1,2933.06,1980.2,952.86
O006055,2025-12-01 00:00:00,C00407,P0077,R017,1,0.0,651.79,396.04,255.75
O006056,2024-02-13 00:00:00,C00017,P0057,R016,4,0.0,4314.2,2526.84,1787.36
O006057,2025-01-10 00:00:00,C01297,P0038,R003,2,0.05,774.97,484.88,290.09
O006058,2024-02-07 00:00:00,C01439,P0068,R018,1,0.15,523.21,507.33,15.88
O006059,2025-10-01 00:00:00,C00344,P0016,R004,5,0.0,2112.1,1797.75,314.35
O006060,2025-03-15 00:00:00,C00907,P0068,R004,1,0.05,584.76,507.33,77.43
O006061,2024-02-04 00:00:00,C00587,P0015,R008,3,0.0,3730.41,2691.09,1039.32
O006062,2025-04-01 00:00:00,C00092,P0093,R001,2,0.0,1814.32,1188.42,625.9
O006063,2024-11-14 00:00:00,C00075,P0080,R001,1,0.0,1064.41,755.97,308.44
O006064,2024-02-04 00:00:00,C01878,P0025,R001,1,0.0,271.48,172.86,98.62
O006065,2025-12-16 00:00:00,C01295,P0084,R007,1,0.1,826.34,751.58,74.76
O006066,2024-10-03 00:00:00,C01332,P0079,R011,1,0.15,86.64,76.83,9.81
O006067,2024-01-18 00:00:00,C00591,P0079,R003,4,0.05,387.33,307.32,80.01
O006068,2025-03-23 00:00:00,C00529,P0042,R003,1,0.2,70.37,69.02,1.35
O006069,2024-10-01 00:00:00,C01590,P0061,R011,2,0.0,1507.3,959.52,547.78
O006070,2025-04-25 00:00:00,C00878,P0067,R004,2,0.0,2446.74,1781.78,664.96
O006071,2024-04-28 00:00:00,C00205,P0047,R010,2,0.0,986.58,812.16,174.42
O006072,2025-08-28 00:00:00,C00979,P0064,R004,1,0.0,902.56,757.41,145.15
O006073,2024-11-03 00:00:00,C01044,P0032,R015,2,0.0,2281.0,1750.98,530.02
O006074,2024-11-03 00:00:00,C01140,P0091,R015,4,0.15,1002.49,827.8,174.69
O006075,2025-08-10 00:00:00,C01074,P0098,R019,1,0.05,1333.54,817.94,515.6
O006076,2025-02-04 00:00:00,C01715,P0041,R020,1,0.0,496.05,334.3,161.75
O006077,2024-01-01 00:00:00,C00489,P0043,R015,4,0.0,82.4,59.28,23.12
O006078,2025-02-26 00:00:00,C01180,P0029,R003,4,0.0,3944.44,2889.36,1055.08
O006079,2025-04-17 00:00:00,C01776,P0090,R011,2,0.0,99.2,86.46,12.74
O006080,2024-08-16 00:00:00,C01958,P0023,R003,3,0.0,799.05,633.93,165.12
O006081,2024-05-12 00:00:00,C01930,P0085,R014,5,0.0,2703.35,1638.75,1064.6
O006082,2024-02-09 00:00:00,C01454,P0088,R007,1,0.0,87.25,58.34,28.91
O006083,2025-09-10 00:00:00,C00214,P0040,R010,1,0.0,884.44,778.2,106.24
O006084,2024-01-04 00:00:00,C01978,P0083,R013,2,0.15,2121.63,1735.06,386.57
O006085,2025-03-02 00:00:00,C00065,P0054,R009,2,0.05,1665.16,1247.02,418.14
O006086,2025-09-03 00:00:00,C01102,P0044,R008,3,0.0,1159.92,797.61,362.31
O006087,2024-09-14 00:00:00,C00894,P0092,R009,2,0.0,125.4,83.0,42.4
O006088,2024-05-26 00:00:00,C01357,P0054,R006,1,0.15,744.94,623.51,121.43
O006089,2025-06-06 00:00:00,C01566,P0009,R005,1,0.0,941.01,785.27,155.74
O006090,2025-04-05 00:00:00,C01476,P0071,R003,3,0.0,2655.39,2032.44,622.95
O006091,2024-01-11 00:00:00,C00454,P0073,R002,2,0.0,1531.86,1258.2,273.66
O006092,2025-02-25 00:00:00,C01510,P0071,R010,1,0.1,796.62,677.48,119.14
O006093,2024-01-01 00:00:00,C01516,P0045,R013,2,0.0,625.88,488.96,136.92
O006094,2024-10-19 00:00:00,C00049,P0075,R001,2,0.05,365.54,279.76,85.78
O006095,2024-08-10 00:00:00,C01275,P0037,R010,1,0.0,636.93,544.29,92.64
O006096,2025-09-01 00:00:00,C00255,P0055,R013,3,0.0,2535.96,1553.34,982.62
O006097,2025-12-15 00:00:00,C01125,P0029,R018,1,0.0,986.11,722.34,263.77
O006098,2025-05-25 00:00:00,C00456,P0069,R017,3,0.1,2173.61,1838.55,335.06
O006099,2025-06-20 00:00:00,C00717,P0086,R011,1,0.1,626.33,589.29,37.04
O006100,2024-01-17 00:00:00,C00543,P0014,R020,2,0.1,847.31,826.9,20.41
O006101,2024-02-16 00:00:00,C01725,P0004,R018,5,0.0,5130.3,3432.3,1698.0
O006102,2025-07-21 00:00:00,C01811,P0082,R007,2,0.05,353.55,317.32,36.23
O006103,2024-11-09 00:00:00,C01597,P0041,R009,2,0.0,992.1,668.6,323.5
O006104,2025-01-05 00:00:00,C01446,P0041,R017,2,0.0,992.1,668.6,323.5
O006105,2025-05-20 00:00:00,C00727,P0065,R015,2,0.15,867.92,885.02,-17.1
O006106,2024-09-10 00:00:00,C00287,P0057,R011,3,0.05,3073.87,1895.13,1178.74
O006107,2025-05-13 00:00:00,C01137,P0017,R010,3,0.05,1735.19,1370.7,364.49
O006108,2025-06-15 00:00:00,C00853,P0082,R006,3,0.0,558.24,475.98,82.26
O006109,2024-06-24 00:00:00,C00565,P0024,R011,1,0.0,956.81,827.54,129.27
O006110,2025-05-16 00:00:00,C00487,P0087,R002,1,0.15,315.83,228.34,87.49
O006111,2024-05-03 00:00:00,C00322,P0082,R017,1,0.0,186.08,158.66,27.42
O006112,2024-08-15 00:00:00,C01660,P0023,R009,2,0.05,506.06,422.62,83.44
O006113,2025-07-24 00:00:00,C00643,P0082,R008,3,0.1,502.42,475.98,26.44
O006114,2025-12-19 00:00:00,C01836,P0073,R018,2,0.15,1302.08,1258.2,43.88
O006115,2024-02-17 00:00:00,C01340,P0099,R020,1,0.0,1124.95,718.45,406.5
O006116,2025-04-19 00:00:00,C00329,P0078,R019,2,0.0,1818.18,1476.92,341.26
O006117,2025-02-20 00:00:00,C00126,P0048,R018,1,0.0,138.57,95.33,43.24
O006118,2025-03-18 00:00:00,C00834,P0070,R010,2,0.05,115.12,75.88,39.24
O006119,2025-07-29 00:00:00,C00164,P0073,R016,2,0.05,1455.27,1258.2,197.07
O006120,2024-02-21 00:00:00,C01906,P0080,R016,2,0.05,2022.38,1511.94,510.44
O006121,2025-06-24 00:00:00,C01815,P0056,R014,3,0.0,2208.57,1638.63,569.94
O006122,2024-07-23 00:00:00,C01315,P0087,R005,2,0.05,705.98,456.68,249.3
O006123,2024-04-22 00:00:00,C00586,P0037,R005,2,0.0,1273.86,1088.58,185.28
O006124,2024-11-22 00:00:00,C01737,P0098,R015,2,0.15,2386.34,1635.88,750.46
O006125,2024-01-20 00:00:00,C01295,P0040,R001,5,0.0,4422.2,3891.0,531.2
O006126,2025-04-05 00:00:00,C00716,P0006,R001,2,0.0,471.42,298.42,173.0
O006127,2025-02-17 00:00:00,C01760,P0027,R014,1,0.1,844.79,771.98,72.81
O006128,2025-01-09 00:00:00,C00420,P0095,R009,1,0.2,110.9,87.11,23.79
O006129,2024-01-23 00:00:00,C01136,P0084,R019,1,0.0,918.15,751.58,166.57
O006130,2025-07-11 00:00:00,C01383,P0053,R016,1,0.0,55.07,48.4,6.67
O006131,2024-01-26 00:00:00,C01816,P0093,R006,3,0.1,2449.33,1782.63,666.7
O006132,2024-07-10 00:00:00,C00275,P0032,R008,1,0.1,1026.45,875.49,150.96
O006133,2024-10-16 00:00:00,C00576,P0031,R006,1,0.05,155.35,113.67,41.68
O006134,2025-05-28 00:00:00,C01680,P0018,R003,2,0.1,1696.41,1531.34,165.07
O006135,2024-10-25 00:00:00,C01000,P0053,R006,1,0.15,46.81,48.4,-1.59
O006136,2025-08-19 00:00:00,C01510,P0060,R020,1,0.0,453.73,340.64,113.09
O006137,2025-11-14 00:00:00,C01548,P0020,R020,2,0.0,2375.66,1458.56,917.1
O006138,2025-07-13 00:00:00,C00610,P0016,R006,1,0.0,422.42,359.55,62.87
O006139,2024-01-29 00:00:00,C00663,P0048,R011,1,0.0,138.57,95.33,43.24
O006140,2025-07-17 00:00:00,C00998,P0031,R001,2,0.05,310.71,227.34,83.37
O006141,2024-05-30 00:00:00,C00056,P0066,R004,4,0.0,3406.84,2846.04,560.8
O006142,2025-10-11 00:00:00,C01599,P0061,R009,1,0.1,678.28,479.76,198.52
O006143,2025-12-16 00:00:00,C00231,P0023,R009,1,0.05,253.03,211.31,41.72
O006144,2024-03-02 00:00:00,C01870,P0002,R014,1,0.1,79.17,64.25,14.92
O006145,2024-03-13 00:00:00,C01558,P0072,R007,1,0.05,262.68,230.43,32.25
O006146,2025-05-24 00:00:00,C00705,P0083,R008,1,0.0,1248.02,867.53,380.49
O006147,2024-04-14 00:00:00,C00145,P0058,R016,3,0.0,1433.25,1077.18,356.07
O006148,2025-12-09 00:00:00,C01580,P0066,R019,1,0.0,851.71,711.51,140.2
O006149,2025-01-29 00:00:00,C00898,P0098,R014,1,0.05,1333.54,817.94,515.6
O006150,2025-02-23 00:00:00,,P0082,R005,2,0.1,334.94,317.32,17.62
O006151,2025-09-20 00:00:00,C00860,P0042,R009,3,0.0,263.88,207.06,56.82
O006152,2024-06-07 00:00:00,C01808,P0089,R012,1,0.0,881.68,756.14,125.54
O006153,2025-02-10 00:00:00,C01377,P0063,R006,1,0.05,333.95,243.66,90.29
O006154,2025-12-31 00:00:00,C01373,P0061,R003,1,0.0,753.65,479.76,273.89
O006155,2024-01-17 00:00:00,C01030,P0076,R017,5,0.0,2810.65,2210.65,600.0
O006156,2024-05-07 00:00:00,C00306,P0052,R003,5,0.0,2268.45,1930.2,338.25
O006157,2024-04-16 00:00:00,C01900,P0091,R003,3,0.05,840.32,620.85,219.47
O006158,2024-09-02 00:00:00,C01480,P0023,R004,1,0.05,253.03,211.31,41.72
O006159,2024-04-04 00:00:00,C01031,P0051,R001,1,0.15,717.07,651.66,65.41
O006160,2024-05-05 00:00:00,C01449,P0010,R005,1,0.0,1005.24,832.19,173.05
O006161,2025-09-15 00:00:00,C00726,P0077,R003,1,0.0,651.79,396.04,255.75
O006162,2024-12-05 00:00:00,C01485,P0035,R014,1,0.0,1002.9,753.29,249.61
O006163,2024-09-18 00:00:00,C01936,P0051,R018,1,0.15,717.07,651.66,65.41
