customer_id,customer_name,gender,age,customer_segment,signup_date
C00517,Customer 517,Male,34,Consumer,2025-08-25
C00518,Customer 518,Female,20,Consumer,2024-11-07
C00519,Customer 519,Male,52,Consumer,2025-01-14
C00520,Customer 520,Female,38,Corporate,2024-05-21
C00521,Customer 521,Female,65,Consumer,2025-12-23
C00522,Customer 522,Male,51,Small Business,2025-04-20
C00523,Customer 523,Male,43,Consumer,2024-08-29
C00524,Customer 524,Female,65,Consumer,2025-03-03
C00525,Customer 525,Male,56,Consumer,2024-10-19
C00526,Customer 526,Male,40,Consumer,2024-04-23
C00527,Customer 527,Female,18,Consumer,2025-09-30
C00528,Customer 528,Other,22,Consumer,2025-10-08
C00529,Customer 529,Female,39,Corporate,2025-09-01
C00530,Customer 530,Male,44,Consumer,2024-09-25
C00531,Customer 531,Female,19,Consumer,2024-07-06
C00532,Customer 532,Female,24,Consumer,2024-02-06
C00533,Customer 533,Male,51,Consumer,2025-06-18
C00534,Customer 534,Female,54,Consumer,2024-08-27
C00535,Customer 535,Male,19,Corporate,2025-10-13
C00536,Customer 536,Male,42,Corporate,2025-09-26
C00537,Customer 537,Female,21,Consumer,2024-04-03
C00538,Customer 538,Male,52,Consumer,2025-10-31
C00539,Customer 539,Male,58,Consumer,2024-04-12
C00540,Customer 540,Female,59,Consumer,2024-12-23
C00541,Customer 541,Other,46,Small Business,2024-12-11
C00542,Customer 542,Female,48,Consumer,2025-11-29
C00543,Customer 543,Female,62,Small Business,2025-04-24
C00544,Customer 544,Other,47,Consumer,2025-09-30
C00545,Customer 545,Male,39,Consumer,2025-03-10
C00546,Customer 546,Male,54,Consumer,2025-08-25
C00547,Customer 547,Male,46,Consumer,2025-09-14
C00548,Customer 548,Male,58,Small Business,2025-09-19
C00549,Customer 549,Female,43,Consumer,2024-10-27
C00550,Customer 550,Male,59,Small Business,2024-10-05
C00551,Customer 551,Male,20,Small Business,2025-12-19
C00552,Customer 552,Male,19,Consumer,2025-07-06
C00553,Customer 553,Male,22,Consumer,2025-10-31
C00554,Customer 554,Female,44,Consumer,2025-02-25
C00555,Customer 555,Male,52,Consumer,2025-11-09
C00556,Customer 556,Male,28,Corporate,2025-06-09
C00557,Customer 557,Male,25,Consumer,2025-06-26
C00558,Customer 558,Male,59,Small Business,2024-05-09
C00559,Customer 559,Female,54,Corporate,2025-02-17
C00560,Customer 560,Male,49,Consumer,2025-06-17
C00561,Customer 561,Male,41,Corporate,2025-07-09
C00562,Customer 562,Male,38,Consumer,2025-11-30
C00563,Customer 563,Female,18,Small Business,2024-08-26
C00564,Customer 564,Female,27,Consumer,2024-08-08
C00565,Customer 565,Female,61,Small Business,2025-12-08
C00566,Customer 566,Female,34,Corporate,2025-12-20
C00567,Customer 567,Female,51,Small Business,2024-05-11
C00568,Customer 568,Male,51,Consumer,2024-10-03
C00569,Customer 569,Male,32,Corporate,2025-11-23
C00570,Customer 570,Female,27,Consumer,2024-05-25
C00571,Customer 571,Male,51,Corporate,2025-07-25
C00572,Customer 572,Female,22,Consumer,2024-03-22
C00573,Customer 573,Male,41,Consumer,2024-05-10
C00574,Customer 574,Female,60,Consumer,2025-07-27
C00575,Customer 575,Female,52,Consumer,2025-03-19
C00576,Customer 576,Male,54,Consumer,2025-02-09
C00577,Customer 577,Female,21,Corporate,2025-09-17
C00578,Customer 578,Female,27,Consumer,2024-08-12
C00579,Customer 579,Female,31,Corporate,2025-01-02
C00580,Customer 580,Male,32,Consumer,2025-03-20
C00581,Customer 581,Male,27,Corporate,2025-06-24
C00582,Customer 582,Female,64,Corporate,2024-08-30
C00583,Customer 583,Male,25,Consumer,2025-04-07
C00584,Customer 584,Male,51,Corporate,2024-11-23
C00585,Customer 585,Female,46,Small Business,2025-01-30
C00586,Customer 586,Female,47,Corporate,2025-09-21
C00587,Customer 587,Male,28,Consumer,2024-10-14
C00588,Customer 588,Male,32,Consumer,2025-05-02
C00589,Customer 589,Male,47,Corporate,2025-11-18
C00590,Customer 590,Male,32,Consumer,2025-07-10
C00591,Customer 591,Female,51,Corporate,2025-12-22
C00592,Customer 592,Male,19,Consumer,2025-03-01
C00593,Customer 593,Male,21,Corporate,2024-07-24
C00594,Customer 594,Female,52,Consumer,2025-12-24
C00595,Customer 595,Male,47,Consumer,2025-04-15
C00596,Customer 596,Male,20,Small Business,2024-06-25
C00597,Customer 597,Female,61,Small Business,2024-08-19
C00598,Customer 598,Female,18,Small Business,2024-07-10
C00599,Customer 599,Other,63,Small Business,2025-08-31
C00600,Customer 600,Female,53,Consumer,2024-03-08
C00601,Customer 601,Male,65,Consumer,2025-06-24
C00602,Customer 602,Female,63,Consumer,2025-02-08
C00603,Customer 603,Female,33,Consumer,2024-02-23
C00604,Customer 604,Female,54,Consumer,2025-03-23
C00605,Customer 605,Female,28,Small Business,2025-07-03
C00606,Customer 606,Female,40,Consumer,2025-06-13
C00607,Customer 607,Female,29,Consumer,2025-01-20
C00608,Customer 608,Male,41,Consumer,2024-09-01
C00609,Customer 609,Female,59,Consumer,2024-04-29
C00610,Customer 610,Male,38,Consumer,2024-01-09
C00611,Customer 611,Female,22,Corporate,2024-09-19
C00612,Customer 612,Female,33,Consumer,2025-04-06
C00613,Customer 613,Female,55,Consumer,2024-01-28
C00614,Customer 614,Other,43,Small Business,2025-12-30
C00615,Customer 615,Male,44,Consumer,2025-03-03
C00616,Customer 616,Female,38,Corporate,2024-08-03
C00617,Customer 617,Female,32,Consumer,2025-12-03
C00618,Customer 618,Male,46,Consumer,2024-05-14
C00619,Customer 619,Male,48,Consumer,2025-11-30
C00620,Customer 620,Male,61,Small Business,2024-07-24
C00621,Customer 621,Female,47,Corporate,2024-10-04
C00622,Customer 622,Male,65,Consumer,2024-11-06
C00623,Customer 623,Other,57,Consumer,2025-12-27
C00624,Customer 624,Male,21,Corporate,2024-07-02
C00625,Customer 625,Female,36,Corporate,2025-12-11
C00626,Customer 626,Male,36,Consumer,2024-09-10
C00627,Customer 627,Female,18,Small Business,2024-07-27
C00628,Customer 628,Male,26,Corporate,2025-04-10
C00629,Customer 629,Female,54,Corporate,2025-05-21
C00630,Customer 630,Female,34,Consumer,2024-09-08
C00631,Customer 631,Female,25,Consumer,2024-04-07
C00632,Customer 632,Female,31,Small Business,2024-10-16
C00633,Customer 633,Male,31,Consumer,2025-01-29
C00634,Customer 634,Male,26,Consumer,2024-01-30
C00635,Customer 635,Male,22,Consumer,2024-02-27
C00636,Customer 636,Male,54,Consumer,2025-11-01
C00637,Customer 637,Female,57,Corporate,2024-01-27
C00638,Customer 638,Female,41,Consumer,2024-10-24
C00639,Customer 639,Female,47,Corporate,2025-07-11
C00640,Customer 640,Female,62,Consumer,2024-08-27
C00641,Customer 641,Female,58,Consumer,2024-12-27
C00642,Customer 642,Female,19,Consumer,2024-03-04
C00643,Customer 643,Male,63,Corporate,2025-08-02
C00644,Customer 644,Male,21,Consumer,2025-04-07
C00645,Customer 645,Female,19,Consumer,2025-09-13
C00646,Customer 646,Female,37,Corporate,2025-09-22
C00647,Customer 647,Male,53,Consumer,2024-09-13
C00648,Customer 648,Male,21,Consumer,2024-01-31
C00649,Customer 649,Female,32,Consumer,2024-09-09
C00650,Customer 650,Male,30,Small Business,2024-04-16
C00651,Customer 651,Male,37,Consumer,2025-01-24
C00652,Customer 652,Female,65,Consumer,2024-04-16
C00653,Customer 653,Female,33,Consumer,2025-11-03
C00654,Customer 654,Male,28,Consumer,2025-03-15
C00655,Customer 655,Female,23,Consumer,2024-07-03
C00656,Customer 656,Male,27,Consumer,2025-11-03
C00657,Customer 657,Female,24,Consumer,2025-07-15
C00658,Customer 658,Male,45,Consumer,2024-11-15
C00659,Customer 659,Female,38,Small Business,2024-04-16
C00660,Customer 660,Male,41,Consumer,2024-09-07
C00661,Customer 661,Male,57,Consumer,2025-03-02
C00662,Customer 662,Female,45,Small Business,2025-07-13
C00663,Customer 663,Male,25,Small Business,2024-07-10
C00664,Customer 664,Male,36,Corporate,2025-06-26
C00665,Customer 665,Male,33,Consumer,2024-07-25
C00666,Customer 666,Female,57,Consumer,2024-06-29
C00667,Customer 667,Female,32,Consumer,2024-11-22
C00668,Customer 668,Other,24,Consumer,2024-04-27
C00669,Customer 669,Male,53,Consumer,2024-10-22
C00670,Customer 670,Male,38,Consumer,2024-09-18
C00671,Customer 671,Male,22,Consumer,2024-07-23
C00672,Customer 672,Female,51,Consumer,2025-07-20
C00673,Customer 673,Other,28,Consumer,2024-08-30
C00674,Customer 674,Female,59,Consumer,2025-05-22
C00675,Customer 675,Female,57,Corporate,2025-06-09
C00676,Customer 676,Male,35,Small Business,2025-05-01
C00677,Customer 677,Female,44,Consumer,2024-07-15
C00678,Customer 678,Male,45,Consumer,2025-08-28
C00679,Customer 679,Male,49,Consumer,2024-06-21
C00680,Customer 680,Male,21,Consumer,2024-07-21
C00681,Customer 681,Male,33,Corporate,2025-09-30
C00682,Customer 682,Male,26,Consumer,2024-09-04
C00683,Customer 683,Male,51,Consumer,2025-05-23
C00684,Customer 684,Male,21,Consumer,2024-01-31
C00685,Customer 685,Female,42,Consumer,2025-03-24
C00686,Customer 686,Male,52,Consumer,2025-09-26
C00687,Customer 687,Male,63,Consumer,2025-06-01
C00688,Customer 688,Female,31,Small Business,2025-03-01
C00689,Customer 689,Female,18,Consumer,2025-09-11
C00690,Customer 690,Female,52,Consumer,2024-08-05
C00691,Customer 691,Male,18,Consumer,2024-10-02
C00692,Customer 692,Female,21,Consumer,2024-02-20
C00693,Customer 693,Male,65,Consumer,2025-05-24
C00694,Customer 694,Male,59,Consumer,2025-06-12
C00695,Customer 695,Female,51,Corporate,2025-07-02
C00696,Customer 696,Female,58,Consumer,2025-06-30
C00697,Customer 697,Female,21,Consumer,2024-04-02
C00698,Customer 698,Female,22,Consumer,2025-05-01
C00699,Customer 699,Female,32,Consumer,2025-07-11
C00700,Customer 700,Male,19,Consumer,2024-05-28
C00701,Customer 701,Male,60,Small Business,2024-12-13
C00702,Customer 702,Male,20,Consumer,2025-10-28
C00703,Customer 703,Male,44,Consumer,2024-10-29
C00704,Customer 704,Female,58,Corporate,2025-07-03
C00705,Customer 705,Male,53,Consumer,2025-01-22
C00706,Customer 706,Female,29,Consumer,2025-04-25
C00707,Customer 707,Female,40,Consumer,2025-04-02
C00708,Customer 708,Female,44,Corporate,2025-04-20
C00709,Customer 709,Male,54,Consumer,2025-07-22
C00710,Customer 710,Male,38,Corporate,2025-10-22
C00711,Customer 711,Other,31,Small Business,2024-08-03
C00712,Customer 712,Female,56,Corporate,2025-11-08
C00713,Customer 713,Female,60,Small Business,2025-04-03
C00714,Customer 714,Female,41,Corporate,2025-03-10
C00715,Customer 715,Female,19,Small Business,2024-08-27
C00716,Customer 716,Male,42,Corporate,2024-10-31
C00717,Customer 717,Female,60,Corporate,2025-04-20
C00718,Customer 718,Male,65,Corporate,2024-09-22
C00719,Customer 719,Female,37,Small Business,2024-07-28
C00720,Customer 720,Female,25,Consumer,2025-08-20
C00721,Customer 721,Male,45,Corporate,2024-10-30
C00722,Customer 722,Male,57,Consumer,2025-04-15
C00723,Customer 723,Male,63,Small Business,2024-01-23
C00724,Customer 724,Female,20,Consumer,2024-02-26
C00725,Customer 725,Male,31,Corporate,2025-09-11
C00726,Customer 726,Male,40,Corporate,2024-04-13
C00727,Customer 727,Male,22,Small Business,2025-08-03
C00728,Customer 728,Male,60,Consumer,2025-10-19
C00729,Customer 729,Male,23,Corporate,2024-12-17
C00730,Customer 730,Male,49,Corporate,2025-10-07
C00731,Customer 731,Male,62,Small Business,2024-11-07
C00732,Customer 732,Male,50,Small Business,2025-11-25
C00733,Customer 733,Male,54,Consumer,2024-06-22
C00734,Customer 734,Male,30,Consumer,2024-11-08
C00735,Customer 735,Male,57,Consumer,2024-10-10
C00736,Customer 736,Female,38,Small Business,2025-07-26
C00737,Customer 737,Male,20,Consumer,2024-02-01
C00738,Customer 738,Male,35,Corporate,2025-08-27
C00739,Customer 739,Male,34,Corporate,2024-01-18
C00740,Customer 740,Male,43,Consumer,2024-08-18
C00741,Customer 741,Male,30,Consumer,2025-03-11
C00742,Customer 742,Male,40,Consumer,2024-04-16
C00743,Customer 743,Female,38,Small Business,2024-12-23
C00744,Customer 744,Male,33,Consumer,2025-12-28
C00745,Customer 745,Male,51,Consumer,2025-08-23
C00746,Customer 746,Male,32,Corporate,2024-01-23
C00747,Customer 747,Male,54,Consumer,2025-03-07
C00748,Customer 748,Male,30,Small Business,2025-03-12
C00749,Customer 749,Female,59,Consumer,2024-02-19
C00750,Customer 750,Female,35,Consumer,2025-04-19
C00751,Customer 751,Male,19,Consumer,2025-01-15
C00752,Customer 752,Male,25,Consumer,2025-05-12
C00753,Customer 753,Male,56,Consumer,2024-08-05
C00754,Customer 754,Male,59,Corporate,2024-07-05
C00755,Customer 755,Female,28,Consumer,2025-06-21
C00756,Customer 756,Male,46,Consumer,2025-06-10
C00757,Customer 757,Male,45,Consumer,2024-04-28
C00758,Customer 758,Female,24,Consumer,2024-06-06
C00759,Customer 759,Male,39,Small Business,2025-03-04
C00760,Customer 760,Male,51,Consumer,2025-08-28
C00761,Customer 761,Female,64,Small Business,2024-05-27
C00762,Customer 762,Male,58,Consumer,2024-06-08
C00763,Customer 763,Male,22,Consumer,2025-08-12
C00764,Customer 764,Male,29,Consumer,2025-05-23
C00765,Customer 765,Female,38,Consumer,2025-10-20
C00766,Customer 766,Male,25,Corporate,2025-07-25
C00767,Customer 767,Male,45,Consumer,2025-11-26
C00768,Customer 768,Male,18,Consumer,2024-05-17
C00769,Customer 769,Male,23,Corporate,2024-07-17
C00770,Customer 770,Female,20,Corporate,2024-06-22
C00771,Customer 771,Male,32,Small Business,2024-02-10
C00772,Customer 772,Female,54,Small Business,2025-07-22
C00773,Customer 773,Female,26,Corporate,2025-04-28
C00774,Customer 774,Female,65,Corporate,2024-03-03
C00775,Customer 775,Male,30,Corporate,2024-05-24
C00776,Customer 776,Female,20,Consumer,2024-05-19
C00777,Customer 777,Female,34,Corporate,2024-10-21
C00778,Customer 778,Male,53,Consumer,2024-11-28
C00779,Customer 779,Female,23,Corporate,2024-07-29
C00780,Customer 780,Female,21,Small Business,2025-11-10
C00781,Customer 781,Male,58,Consumer,2024-06-04
C00782,Customer 782,Female,46,Corporate,2025-02-14
C00783,Customer 783,Male,34,Small Business,2024-11-15
C00784,Customer 784,Female,54,Consumer,2024-10-10
C00785,Customer 785,Other,58,Consumer,2025-08-25
C00786,Customer 786,Male,35,Small Business,2025-12-15
C00787,Customer 787,Female,44,Small Business,2024-01-05
C00788,Customer 788,Male,18,Consumer,2024-12-04
C00789,Customer 789,Female,32,Consumer,2024-03-27
C00790,Customer 790,Female,46,Corporate,2024-11-12
C00791,Customer 791,Male,27,Consumer,2025-03-26
C00792,Customer 792,Male,65,Consumer,2024-10-27
C00793,Customer 793,Male,64,Consumer,2024-08-13
C00794,Customer 794,Male,30,Consumer,2024-08-15
C00795,Customer 795,Male,37,Consumer,2024-08-06
C00796,Customer 796,Male,27,Corporate,2024-08-25
C00797,Customer 797,Male,42,Corporate,2024-09-30
C00798,Customer 798,Male,23,Corporate,2025-05-17
C00799,Customer 799,Female,36,Consumer,2024-03-11
C00800,Customer 800,Female,44,Consumer,2024-01-30
C00801,Customer 801,Female,47,Consumer,2025-01-12
C00802,Customer 802,Male,46,Consumer,2025-05-12
C00803,Customer 803,Female,28,Consumer,2024-07-07
C00804,Customer 804,Female,56,Consumer,2024-05-26
C00805,Customer 805,Male,51,Consumer,2025-04-01
C00806,Customer 806,Male,54,Consumer,2024-10-07
C00807,Customer 807,Female,40,Corporate,2025-06-21
C00808,Customer 808,Male,60,Corporate,2024-04-16
C00809,Customer 809,Male,36,Small Business,2024-03-29
C00810,Customer 810,Other,56,Corporate,2025-02-07
C00811,Customer 811,Male,27,Consumer,2024-10-13
C00812,Customer 812,Male,29,Consumer,2025-06-16
C00813,Customer 813,Other,43,Consumer,2025-01-04
C00814,Customer 814,Female,44,Consumer,2024-09-15
C00815,Customer 815,Male,53,Consumer,2024-04-26
C00816,Customer 816,Female,32,Consumer,2024-04-29
C00817,Customer 817,Female,59,Consumer,2025-07-05
C00818,Customer 818,Female,33,Consumer,2024-06-14
C00819,Customer 819,Female,43,Corporate,2025-01-01
C00820,Customer 820,Male,62,Corporate,2025-08-20
C00821,Customer 821,Male,43,Corporate,2025-10-17
C00822,Customer 822,Female,50,Corporate,2024-07-14
C00823,Customer 823,Male,61,Consumer,2024-03-21
C00824,Customer 824,Female,64,Consumer,2025-07-19
C00825,Customer 825,Female,41,Corporate,2025-05-16
C00826,Customer 826,Male,38,Consumer,2024-08-29
C00827,Customer 827,Female,27,Consumer,2025-03-09
C00828,Customer 828,Male,43,Consumer,2024-05-17
C00829,Customer 829,Female,62,Small Business,2025-05-26
C00830,Customer 830,Male,41,Corporate,2025-06-14
C00831,Customer 831,Female,34,Consumer,2024-08-06
C00832,Customer 832,Female,23,Corporate,2024-12-08
C00833,Customer 833,Male,36,Consumer,2024-08-31
C00834,Customer 834,Female,29,Consumer,2024-01-23
C00835,Customer 835,Female,64,Consumer,2024-04-02
C00836,Customer 836,Female,43,Consumer,2025-12-01
C00837,Customer 837,Female,24,Corporate,2024-11-28
C00838,Customer 838,Other,21,Consumer,2024-04-17
C00839,Customer 839,Male,58,Corporate,2024-02-02
C00840,Customer 840,Male,62,Consumer,2024-09-14
C00841,Customer 841,Male,54,Corporate,2025-12-18
C00842,Customer 842,Female,23,Corporate,2024-10-07
C00843,Customer 843,Female,22,Corporate,2025-12-30
C00844,Customer 844,Male,27,Consumer,2024-12-23
C00845,Customer 845,Male,54,Small Business,2025-07-11
C00846,Customer 846,Female,54,Consumer,2025-07-27
C00847,Customer 847,Male,58,Corporate,2024-01-21
C00848,Customer 848,Female,22,Corporate,2024-01-05
C00849,Customer 849,Male,25,Consumer,2025-11-04
C00850,Customer 850,Female,61,Consumer,2025-11-11
C00851,Customer 851,Male,62,Consumer,2024-04-06
C00852,Customer 852,Male,52,Consumer,2025-04-16
C00853,Customer 853,Female,23,Consumer,2025-11-05
C00854,Customer 854,Female,21,Consumer,2025-11-24
C00855,Customer 855,Male,20,Consumer,2024-08-04
C00856,Customer 856,Male,51,Consumer,2025-08-19
C00857,Customer 857,Female,58,Corporate,2025-04-16
C00858,Customer 858,Female,48,Consumer,2025-11-08
C00859,Customer 859,Male,30,Corporate,2024-04-17
C00860,Customer 860,Male,54,Consumer,2025-03-14
C00861,Customer 861,Female,20,Consumer,2024-01-18
C00862,Customer 862,Female,57,Consumer,2024-09-17
C00863,Customer 863,Female,60,Corporate,2024-01-09
C00864,Customer 864,Female,52,Consumer,2024-11-19
C00865,Customer 865,Male,60,Small Business,2025-08-15
C00866,Customer 866,Female,46,Consumer,2025-04-25
C00867,Customer 867,Female,40,Consumer,2024-08-19
C00868,Customer 868,Female,33,Consumer,2024-11-07
C00869,Customer 869,Male,62,Corporate,2024-09-25
C00870,Customer 870,Male,51,Consumer,2025-06-18
C00871,Customer 871,Female,27,Consumer,2024-07-13
C00872,Customer 872,Male,63,Consumer,2024-03-08
C00873,Customer 873,Female,20,Consumer,2025-01-04
C00874,Customer 874,Male,46,Consumer,2025-08-28
C00875,Customer 875,Female,27,Small Business,2024-12-14
C00876,Customer 876,Female,49,Consumer,2024-05-29
C00877,Customer 877,Male,37,Consumer,2024-02-03
C00878,Customer 878,Male,38,Small Business,2025-11-20
C00879,Customer 879,Female,50,Consumer,2025-07-09
C00880,Customer 880,Female,54,Consumer,2024-04-23
C00881,Customer 881,Male,36,Corporate,2024-02-23
C00882,Customer 882,Female,65,Small Business,2024-04-04
C00883,Customer 883,Female,41,Corporate,2024-10-01
C00884,Customer 884,Male,25,Consumer,2025-08-15
C00885,Customer 885,Male,18,Small Business,2024-04-26
C00886,Customer 886,Male,27,Consumer,2025-08-20
C00887,Customer 887,Male,51,Small Business,2024-01-02
C00888,Customer 888,Male,43,Corporate,2025-06-23
C00889,Customer 889,Male,34,Small Business,2024-07-25
C00890,Customer 890,Female,41,Consumer,2025-12-02
C00891,Customer 891,Male,58,Consumer,2024-12-13
C00892,Customer 892,Female,45,Corporate,2024-07-16
C00893,Customer 893,Male,20,Consumer,2024-06-26
C00894,Customer 894,Male,20,Consumer,2025-08-26
C00895,Customer 895,Female,41,Small Business,2024-10-21
C00896,Customer 896,Female,37,Corporate,2024-09-13
C00897,Customer 897,Male,58,Consumer,2025-06-21
C00898,Customer 898,Male,45,Consumer,2025-01-27
C00899,Customer 899,Male,54,Consumer,2025-04-29
C00900,Customer 900,Female,46,Consumer,2024-11-21
C00901,Customer 901,Male,34,Consumer,2024-02-16
C00902,Customer 902,Male,49,Corporate,2024-01-05
C00903,Customer 903,Male,47,Corporate,2024-01-29
C00904,Customer 904,Male,52,Consumer,2025-02-23
C00905,Customer 905,Female,27,Consumer,2025-01-09
C00906,Customer 906,Female,48,Corporate,2025-06-29
C00907,Customer 907,Male,31,Corporate,2025-10-15
C00908,Customer 908,Male,55,Small Business,2024-05-07
C00909,Customer 909,Male,56,Consumer,2025-11-29
C00910,Customer 910,Male,47,Corporate,2025-11-11
C00911,Customer 911,Female,63,Consumer,2025-03-25
C00912,Customer 912,Female,43,Consumer,2025-01-22
C00913,Customer 913,Female,19,Small Business,2024-05-08
C00914,Customer 914,Other,47,Consumer,2024-05-10
C00915,Customer 915,Other,55,Consumer,2024-01-14
C00916,Customer 916,Female,22,Consumer,2025-04-16
C00917,Customer 917,Male,23,Consumer,2024-11-12
C00918,Customer 918,Male,31,Consumer,2024-05-20
C00919,Customer 919,Male,58,Corporate,2024-04-07
C00920,Customer 920,Female,43,Consumer,2024-02-16
C00921,Customer 921,Male,64,Consumer,2025-04-12
C00922,Customer 922,Female,59,Small Business,2025-05-15
C00923,Customer 923,Female,44,Consumer,2025-04-06
C00924,Customer 924,Female,50,Small Business,2024-03-21
C00925,Customer 925,Male,33,Consumer,2024-01-31
C00926,Customer 926,Male,22,Consumer,2024-03-18
C00927,Customer 927,Male,37,Consumer,2025-07-02
C00928,Customer 928,Female,46,Corporate,2025-06-24
C00929,Customer 929,Female,26,Consumer,2024-08-03
C00930,Customer 930,Female,28,Small Business,2024-02-10
C00931,Customer 931,Male,18,Consumer,2024-08-21
C00932,Customer 932,Male,53,Consumer,2025-08-14
C00933,Customer 933,Male,61,Consumer,2024-04-14
C00934,Customer 934,Female,57,Consumer,2025-08-04
C00935,Customer 935,Female,36,Consumer,2024-12-04
C00936,Customer 936,Male,46,Consumer,2024-04-13
C00937,Customer 937,Female,64,Consumer,2025-11-12
C00938,Customer 938,Male,46,Corporate,2025-01-13
C00939,Customer 939,Female,32,Consumer,2025-05-05
C00940,Customer 940,Male,34,Consumer,2024-03-11
C00941,Customer 941,Male,52,Consumer,2024-09-28
C00942,Customer 942,Female,39,Consumer,2025-04-06
C00943,Customer 943,Male,58,Consumer,2025-04-16
C00944,Customer 944,Male,59,Consumer,2024-02-15
C00945,Customer 945,Male,19,Consumer,2025-03-17
C00946,Customer 946,Male,52,Small Business,2025-11-20
C00947,Customer 947,Female,35,Consumer,2025-07-28
C00948,Customer 948,Female,42,Consumer,2024-05-31
C00949,Customer 949,Female,30,Small Business,2025-10-28
C00950,Customer 950,Male,35,Consumer,2025-05-13
C00951,Customer 951,Female,33,Consumer,2024-02-11
C00952,Customer 952,Male,20,Small Business,2024-04-03
C00953,Customer 953,Male,55,Small Business,2025-11-03
C00954,Customer 954,Male,24,Corporate,2024-06-02
C00955,Customer 955,Female,36,Consumer,2024-03-11
C00956,Customer 956,Female,27,Consumer,2024-11-25
C00957,Customer 957,Female,25,Small Business,2025-01-18
C00958,Customer 958,Male,35,Small Business,2025-02-22
C00959,Customer 959,Male,62,Consumer,2025-04-25
C00960,Customer 960,Female,63,Consumer,2025-12-30
C00961,Customer 961,Female,36,Consumer,2025-07-08
C00962,Customer 962,Male,42,Consumer,2024-01-19
C00963,Customer 963,Male,65,Corporate,2024-03-05
C00964,Customer 964,Male,29,Consumer,2024-01-01
C00965,Customer 965,Female,63,Consumer,2024-10-15
C00966,Customer 966,Male,23,Consumer,2024-09-12
C00967,Customer 967,Female,28,Consumer,2025-11-12
C00968,Customer 968,Male,34,Consumer,2024-09-24
C00969,Customer 969,Female,19,Consumer,2024-01-23
C00970,Customer 970,Male,57,Consumer,2025-10-07
C00971,Customer 971,Male,59,Small Business,2024-07-08
C00972,Customer 972,Male,36,Consumer,2025-10-28
C00973,Customer 973,Male,58,Consumer,2025-07-19
C00974,Customer 974,Female,55,Consumer,2025-10-04
C00975,Customer 975,Male,56,Consumer,2025-08-21
C00976,Customer 976,Female,56,Consumer,2024-04-14
C00977,Customer 977,Male,45,Consumer,2025-04-02
C00978,Customer 978,Male,23,Consumer,2024-10-27
C00979,Customer 979,Female,62,Consumer,2025-04-04
C00980,Customer 980,Male,47,Corporate,2025-06-28
C00981,Customer 981,Other,61,Consumer,2024-12-31
C00982,Customer 982,Female,64,Consumer,2024-08-16
C00983,Customer 983,Female,26,Consumer,2025-10-30
C00984,Customer 984,Male,37,Consumer,2025-04-29
C00985,Customer 985,Male,27,Consumer,2025-10-08
C00986,Customer 986,Female,20,Consumer,2024-06-22
C00987,Customer 987,Male,64,Consumer,2025-09-03
C00988,Customer 988,Male,62,Consumer,2024-08-24
C00989,Customer 989,Male,62,Small Business,2024-12-02
C00990,Customer 990,Female,60,Small Business,2025-09-20
C00991,Customer 991,Female,49,Small Business,2024-09-15
C00992,Customer 992,Female,43,Consumer,2024-07-01
C00993,Customer 993,Female,65,Consumer,2025-10-30
C00994,Customer 994,Male,44,Consumer,2025-12-04
C00995,Customer 995,Female,48,Consumer,2024-08-15
C00996,Customer 996,Male,28,Consumer,2024-08-11
C00997,Customer 997,Female,53,Consumer,2024-06-15
C00998,Customer 998,Male,57,Consumer,2024-01-18
C00999,Customer 999,Other,50,Consumer,2025-02-07
C01000,Customer 1000,Male,41,Consumer,2024-07-05
C01001,Customer 1001,Male,27,Corporate,2025-09-11
C01002,Customer 1002,Male,19,Consumer,2024-05-04
C01003,Customer 1003,Male,48,Small Business,2025-04-08
C01004,Customer 1004,Male,50,Consumer,2025-01-04
C01005,Customer 1005,Female,55,Consumer,2025-03-22
C01006,Customer 1006,Male,63,Consumer,2024-03-23
C01007,Customer 1007,Female,41,Consumer,2024-12-06
C01008,Customer 1008,Male,57,Consumer,2025-04-02
C01009,Customer 1009,Female,52,Consumer,2024-09-05
C01010,Customer 1010,Male,31,Consumer,2025-09-30
C01011,Customer 1011,Female,58,Consumer,2025-01-21
C01012,Customer 1012,Female,20,Consumer,2024-09-21
C01013,Customer 1013,Male,46,Small Business,2024-01-23
C01014,Customer 1014,Female,63,Consumer,2024-05-02
C01015,Customer 1015,Male,49,Consumer,2024-12-13
C01016,Customer 1016,Male,62,Consumer,2024-10-19
C01017,Customer 1017,Female,20,Consumer,2025-09-28
C01018,Customer 1018,Female,43,Consumer,2025-07-27
C01019,Customer 1019,Male,55,Consumer,2024-04-26
C01020,Customer 1020,Male,48,Corporate,2025-03-07
C01021,Customer 1021,Female,60,Consumer,2024-11-27
C01022,Customer 1022,Female,40,Consumer,2024-03-14
C01023,Customer 1023,Other,50,Consumer,2025-05-01
C01024,Customer 1024,Female,38,Small Business,2025-01-27
C01025,Customer 1025,Female,59,Corporate,2024-03-04
C01026,Customer 1026,Male,23,Small Business,2024-12-07
C01027,Customer 1027,Female,30,Corporate,2025-06-18
C01028,Customer 1028,Male,22,Corporate,2024-08-26
C01029,Customer 1029,Female,51,Consumer,2024-09-17
C01030,Customer 1030,Male,29,Small Business,2024-03-21
C01031,Customer 1031,Female,33,Consumer,2024-05-29
C01032,Customer 1032,Female,58,Consumer,2025-12-17
